loan_status,fico_range_low,fico_range_high,int_rate,dti,term,verification_status,grade,sub_grade,issue_d,annual_inc,purpose,default_flag,fico_mid,fico_bucket,int_rate_clean,int_rate_bucket,dti_bucket,term_numeric,issue_year
Current,710,714,1659.00%,34.59,60 months,Not Verified,D,D2,Dec-2015,62000,debt_consolidation,0,712,700-749,0.1659,15-20%,20-35%,60,2015
Fully Paid,670,674,917.00%,11.46,36 months,Source Verified,B,B2,Dec-2015,65986,home_improvement,0,672,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,680,684,1989.00%,21.77,36 months,Verified,E,E3,Dec-2015,80000,debt_consolidation,0,682,650-699,0.1989,15-20%,20-35%,36,2015
Fully Paid,690,694,2148.00%,14.71,60 months,Source Verified,E,E5,Dec-2015,120000,debt_consolidation,0,692,650-699,0.2148,20%+,0-20%,60,2015
Fully Paid,660,664,2424.00%,25.85,60 months,Verified,F,F3,Dec-2015,78000,debt_consolidation,0,662,650-699,0.2424,20%+,20-35%,60,2015
Fully Paid,695,699,2899.00%,21.56,60 months,Verified,G,G5,Dec-2015,83400,debt_consolidation,0,697,650-699,0.2899,20%+,20-35%,60,2015
Fully Paid,765,769,649.00%,15.88,36 months,Source Verified,A,A2,Dec-2015,130000,credit_card,0,767,750+,0.0649,<10%,0-20%,36,2015
Fully Paid,725,729,849.00%,14.53,36 months,Not Verified,B,B1,Dec-2015,100000,credit_card,0,727,700-749,0.0849,<10%,0-20%,36,2015
Fully Paid,670,674,1727.00%,28.06,36 months,Source Verified,D,D3,Dec-2015,88000,debt_consolidation,0,672,650-699,0.1727,15-20%,20-35%,36,2015
Current,675,679,1288.00%,33.82,60 months,Source Verified,C,C2,Dec-2015,75000,debt_consolidation,0,677,650-699,0.1288,10-15%,20-35%,60,2015
Charged Off,715,719,980.00%,23.71,36 months,Not Verified,B,B3,Dec-2015,38480,credit_card,1,717,700-749,0.098,<10%,20-35%,36,2015
Fully Paid,660,664,917.00%,8.37,36 months,Not Verified,B,B2,Dec-2015,90000,credit_card,0,662,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,710,714,1485.00%,28.83,36 months,Verified,C,C5,Dec-2015,53000,debt_consolidation,0,712,700-749,0.1485,10-15%,20-35%,36,2015
Charged Off,705,709,2148.00%,20.74,60 months,Verified,E,E5,Dec-2015,78000,debt_consolidation,1,707,700-749,0.2148,20%+,20-35%,60,2015
Fully Paid,695,699,980.00%,6.91,36 months,Source Verified,B,B3,Dec-2015,33000,debt_consolidation,0,697,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,665,669,1148.00%,28.27,36 months,Verified,B,B5,Dec-2015,70000,credit_card,0,667,650-699,0.1148,10-15%,20-35%,36,2015
Charged Off,665,669,1797.00%,21.13,36 months,Verified,D,D4,Dec-2015,38500,debt_consolidation,1,667,650-699,0.1797,15-20%,20-35%,36,2015
Charged Off,660,664,1399.00%,27.75,36 months,Verified,C,C4,Dec-2015,62000,debt_consolidation,1,662,650-699,0.1399,10-15%,20-35%,36,2015
Current,660,664,1849.00%,34.9,60 months,Verified,D,D5,Dec-2015,25000,debt_consolidation,0,662,650-699,0.1849,15-20%,20-35%,60,2015
Fully Paid,700,704,791.00%,15.85,36 months,Verified,A,A5,Dec-2015,46105,other,0,702,700-749,0.0791,<10%,0-20%,36,2015
Fully Paid,690,694,699.00%,14.61,36 months,Source Verified,A,A3,Dec-2015,45000,debt_consolidation,0,692,650-699,0.0699,<10%,0-20%,36,2015
Current,690,694,1199.00%,14.41,60 months,Not Verified,C,C1,Dec-2015,80000,debt_consolidation,0,692,650-699,0.1199,10-15%,0-20%,60,2015
Current,695,699,1577.00%,7.44,60 months,Verified,D,D1,Dec-2015,25000,debt_consolidation,0,697,650-699,0.1577,15-20%,0-20%,60,2015
Charged Off,680,684,1078.00%,10.91,36 months,Source Verified,B,B4,Dec-2015,35000,credit_card,1,682,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,705,709,849.00%,15.71,36 months,Source Verified,B,B1,Dec-2015,90000,debt_consolidation,0,707,700-749,0.0849,<10%,0-20%,36,2015
Fully Paid,685,689,699.00%,7.48,36 months,Not Verified,A,A3,Dec-2015,119000,debt_consolidation,0,687,650-699,0.0699,<10%,0-20%,36,2015
Fully Paid,715,719,1399.00%,37.49,36 months,Source Verified,C,C4,Dec-2015,90000,credit_card,0,717,700-749,0.1399,10-15%,35-45%,36,2015
Charged Off,680,684,1797.00%,15.8,60 months,Verified,D,D4,Dec-2015,38500,debt_consolidation,1,682,650-699,0.1797,15-20%,0-20%,60,2015
Fully Paid,700,704,749.00%,21.04,36 months,Source Verified,A,A4,Dec-2015,115000,home_improvement,0,702,700-749,0.0749,<10%,20-35%,36,2015
Current,750,754,1577.00%,13.77,60 months,Not Verified,D,D1,Dec-2015,65000,credit_card,0,752,750+,0.1577,15-20%,0-20%,60,2015
Fully Paid,680,684,1288.00%,2.11,60 months,Verified,C,C2,Dec-2015,61339,home_improvement,0,682,650-699,0.1288,10-15%,0-20%,60,2015
Fully Paid,685,689,749.00%,25.05,36 months,Source Verified,A,A4,Dec-2015,48000,debt_consolidation,0,687,650-699,0.0749,<10%,20-35%,36,2015
Fully Paid,740,744,1577.00%,30.92,60 months,Not Verified,D,D1,Dec-2015,65440,debt_consolidation,0,742,700-749,0.1577,15-20%,20-35%,60,2015
Current,680,684,1577.00%,34.4,60 months,Source Verified,D,D1,Dec-2015,42000,debt_consolidation,0,682,650-699,0.1577,15-20%,20-35%,60,2015
Charged Off,680,684,1659.00%,8.35,36 months,Source Verified,D,D2,Dec-2015,50000,debt_consolidation,1,682,650-699,0.1659,15-20%,0-20%,36,2015
Current,660,664,1948.00%,26.02,60 months,Verified,E,E2,Dec-2015,53000,debt_consolidation,0,662,650-699,0.1948,15-20%,20-35%,60,2015
Fully Paid,755,759,1344.00%,20.42,36 months,Not Verified,C,C3,Dec-2015,39072,debt_consolidation,0,757,750+,0.1344,10-15%,20-35%,36,2015
Fully Paid,670,674,1989.00%,17.67,60 months,Not Verified,E,E3,Dec-2015,125000,debt_consolidation,0,672,650-699,0.1989,15-20%,0-20%,60,2015
Fully Paid,665,669,1399.00%,11.36,36 months,Verified,C,C4,Dec-2015,78600,credit_card,0,667,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,690,694,1797.00%,18.08,60 months,Source Verified,D,D4,Dec-2015,116000,credit_card,0,692,650-699,0.1797,15-20%,0-20%,60,2015
Fully Paid,665,669,1659.00%,31.72,60 months,Not Verified,D,D2,Dec-2015,55000,credit_card,0,667,650-699,0.1659,15-20%,20-35%,60,2015
Fully Paid,680,684,791.00%,13.8,36 months,Not Verified,A,A5,Dec-2015,78000,debt_consolidation,0,682,650-699,0.0791,<10%,0-20%,36,2015
Fully Paid,695,699,791.00%,26.19,36 months,Not Verified,A,A5,Dec-2015,75000,debt_consolidation,0,697,650-699,0.0791,<10%,20-35%,36,2015
Charged Off,680,684,849.00%,23.1,36 months,Not Verified,B,B1,Dec-2015,52000,debt_consolidation,1,682,650-699,0.0849,<10%,20-35%,36,2015
Fully Paid,700,704,649.00%,15.89,36 months,Source Verified,A,A2,Dec-2015,130000,credit_card,0,702,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,675,679,1199.00%,8.78,36 months,Source Verified,C,C1,Dec-2015,48000,debt_consolidation,0,677,650-699,0.1199,10-15%,0-20%,36,2015
Current,710,714,1659.00%,13.38,60 months,Source Verified,D,D2,Dec-2015,190000,credit_card,0,712,700-749,0.1659,15-20%,0-20%,60,2015
Late (31-120 days),680,684,1485.00%,17.92,60 months,Not Verified,C,C5,Dec-2015,37500,debt_consolidation,1,682,650-699,0.1485,10-15%,0-20%,60,2015
Fully Paid,700,704,649.00%,16.59,36 months,Source Verified,A,A2,Dec-2015,62000,debt_consolidation,0,702,700-749,0.0649,<10%,0-20%,36,2015
Current,680,684,1849.00%,20.63,60 months,Source Verified,D,D5,Dec-2015,78000,debt_consolidation,0,682,650-699,0.1849,15-20%,20-35%,60,2015
Fully Paid,705,709,1344.00%,15.91,36 months,Source Verified,C,C3,Dec-2015,176000,debt_consolidation,0,707,700-749,0.1344,10-15%,0-20%,36,2015
Fully Paid,680,684,1344.00%,38.42,36 months,Not Verified,C,C3,Dec-2015,95000,debt_consolidation,0,682,650-699,0.1344,10-15%,35-45%,36,2015
Fully Paid,675,679,1148.00%,38.65,36 months,Verified,B,B5,Dec-2015,125000,debt_consolidation,0,677,650-699,0.1148,10-15%,35-45%,36,2015
Fully Paid,660,664,1849.00%,38.45,36 months,Verified,D,D5,Dec-2015,32000,debt_consolidation,0,662,650-699,0.1849,15-20%,35-45%,36,2015
Fully Paid,660,664,1344.00%,24.95,36 months,Source Verified,C,C3,Dec-2015,48000,credit_card,0,662,650-699,0.1344,10-15%,20-35%,36,2015
Fully Paid,710,714,1148.00%,14.77,36 months,Source Verified,B,B5,Dec-2015,100000,debt_consolidation,0,712,700-749,0.1148,10-15%,0-20%,36,2015
Fully Paid,790,794,699.00%,11.82,36 months,Not Verified,A,A3,Dec-2015,75000,debt_consolidation,0,792,750+,0.0699,<10%,0-20%,36,2015
Fully Paid,675,679,1288.00%,38.45,36 months,Verified,C,C2,Dec-2015,49583,debt_consolidation,0,677,650-699,0.1288,10-15%,35-45%,36,2015
Fully Paid,660,664,1148.00%,12.02,36 months,Verified,B,B5,Dec-2015,90000,credit_card,0,662,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,700,704,980.00%,16.47,36 months,Source Verified,B,B3,Dec-2015,47000,debt_consolidation,0,702,700-749,0.098,<10%,0-20%,36,2015
Charged Off,670,674,2148.00%,14.97,36 months,Source Verified,E,E5,Dec-2015,75000,small_business,1,672,650-699,0.2148,20%+,0-20%,36,2015
Fully Paid,660,664,1399.00%,2.55,36 months,Source Verified,C,C4,Dec-2015,90000,debt_consolidation,0,662,650-699,0.1399,10-15%,0-20%,36,2015
Fully Paid,665,669,1344.00%,9.23,36 months,Verified,C,C3,Dec-2015,98500,debt_consolidation,0,667,650-699,0.1344,10-15%,0-20%,36,2015
Fully Paid,660,664,1797.00%,9.62,36 months,Source Verified,D,D4,Dec-2015,80000,debt_consolidation,0,662,650-699,0.1797,15-20%,0-20%,36,2015
Fully Paid,670,674,849.00%,5.27,36 months,Source Verified,B,B1,Dec-2015,100000,debt_consolidation,0,672,650-699,0.0849,<10%,0-20%,36,2015
Charged Off,665,669,1288.00%,32.05,60 months,Verified,C,C2,Dec-2015,55000,debt_consolidation,1,667,650-699,0.1288,10-15%,20-35%,60,2015
Fully Paid,700,704,1148.00%,9.96,36 months,Verified,B,B5,Dec-2015,36400,credit_card,0,702,700-749,0.1148,10-15%,0-20%,36,2015
Current,670,674,1899.00%,11.62,60 months,Not Verified,E,E1,Dec-2015,159500,debt_consolidation,0,672,650-699,0.1899,15-20%,0-20%,60,2015
Charged Off,725,729,1485.00%,25.47,60 months,Source Verified,C,C5,Dec-2015,48961,debt_consolidation,1,727,700-749,0.1485,10-15%,20-35%,60,2015
Fully Paid,660,664,1344.00%,29.8,60 months,Not Verified,C,C3,Dec-2015,35000,debt_consolidation,0,662,650-699,0.1344,10-15%,20-35%,60,2015
Fully Paid,730,734,917.00%,18.44,36 months,Not Verified,B,B2,Dec-2015,50000,debt_consolidation,0,732,700-749,0.0917,<10%,0-20%,36,2015
Fully Paid,680,684,649.00%,6.55,36 months,Source Verified,A,A2,Dec-2015,90000,debt_consolidation,0,682,650-699,0.0649,<10%,0-20%,36,2015
Fully Paid,690,694,1078.00%,20.09,36 months,Source Verified,B,B4,Dec-2015,231000,debt_consolidation,0,692,650-699,0.1078,10-15%,20-35%,36,2015
Charged Off,695,699,1577.00%,11.35,60 months,Source Verified,D,D1,Dec-2015,55000,debt_consolidation,1,697,650-699,0.1577,15-20%,0-20%,60,2015
Fully Paid,660,664,980.00%,6.17,36 months,Not Verified,B,B3,Dec-2015,92000,credit_card,0,662,650-699,0.098,<10%,0-20%,36,2015
Current,680,684,1399.00%,16.98,60 months,Not Verified,C,C4,Dec-2015,60000,debt_consolidation,0,682,650-699,0.1399,10-15%,0-20%,60,2015
Fully Paid,690,694,1199.00%,10.11,60 months,Not Verified,C,C1,Dec-2015,47000,credit_card,0,692,650-699,0.1199,10-15%,0-20%,60,2015
Charged Off,755,759,1344.00%,22.15,36 months,Source Verified,C,C3,Dec-2015,70000,debt_consolidation,1,757,750+,0.1344,10-15%,20-35%,36,2015
Fully Paid,670,674,1399.00%,20.47,36 months,Verified,C,C4,Dec-2015,70000,credit_card,0,672,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,710,714,917.00%,12.9,36 months,Not Verified,B,B2,Dec-2015,34000,debt_consolidation,0,712,700-749,0.0917,<10%,0-20%,36,2015
Charged Off,665,669,1288.00%,18.95,36 months,Verified,C,C2,Dec-2015,160000,debt_consolidation,1,667,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,715,719,1399.00%,15.49,36 months,Verified,C,C4,Dec-2015,83000,debt_consolidation,0,717,700-749,0.1399,10-15%,0-20%,36,2015
Current,665,669,1989.00%,27.3,60 months,Verified,E,E3,Dec-2015,40000,debt_consolidation,0,667,650-699,0.1989,15-20%,20-35%,60,2015
Fully Paid,715,719,749.00%,12.43,36 months,Not Verified,A,A4,Dec-2015,64000,debt_consolidation,0,717,700-749,0.0749,<10%,0-20%,36,2015
Current,675,679,2148.00%,22.01,60 months,Verified,E,E5,Dec-2015,67000,credit_card,0,677,650-699,0.2148,20%+,20-35%,60,2015
Fully Paid,695,699,649.00%,27.15,36 months,Source Verified,A,A2,Dec-2015,155000,credit_card,0,697,650-699,0.0649,<10%,20-35%,36,2015
Fully Paid,695,699,649.00%,15.86,36 months,Source Verified,A,A2,Dec-2015,60000,credit_card,0,697,650-699,0.0649,<10%,0-20%,36,2015
Fully Paid,670,674,980.00%,7.37,36 months,Source Verified,B,B3,Dec-2015,65000,debt_consolidation,0,672,650-699,0.098,<10%,0-20%,36,2015
Charged Off,675,679,917.00%,12.54,36 months,Not Verified,B,B2,Dec-2015,195000,other,1,677,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,710,714,699.00%,21.67,36 months,Not Verified,A,A3,Dec-2015,79000,debt_consolidation,0,712,700-749,0.0699,<10%,20-35%,36,2015
Fully Paid,680,684,749.00%,5.71,36 months,Verified,A,A4,Dec-2015,41000,credit_card,0,682,650-699,0.0749,<10%,0-20%,36,2015
Fully Paid,705,709,532.00%,9.47,36 months,Not Verified,A,A1,Dec-2015,45000,debt_consolidation,0,707,700-749,0.0532,<10%,0-20%,36,2015
Late (31-120 days),665,669,980.00%,4.84,36 months,Source Verified,B,B3,Dec-2015,100000,credit_card,1,667,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,660,664,1078.00%,33.99,36 months,Verified,B,B4,Dec-2015,22000,credit_card,0,662,650-699,0.1078,10-15%,20-35%,36,2015
Fully Paid,695,699,1485.00%,19.23,36 months,Source Verified,C,C5,Dec-2015,42000,other,0,697,650-699,0.1485,10-15%,0-20%,36,2015
Current,675,679,1148.00%,20.93,60 months,Source Verified,B,B5,Dec-2015,200000,other,0,677,650-699,0.1148,10-15%,20-35%,60,2015
Charged Off,685,689,2245.00%,27.44,60 months,Verified,F,F1,Dec-2015,45000,debt_consolidation,1,687,650-699,0.2245,20%+,20-35%,60,2015
Current,675,679,1399.00%,37.81,60 months,Not Verified,C,C4,Dec-2015,45000,debt_consolidation,0,677,650-699,0.1399,10-15%,35-45%,60,2015
Fully Paid,740,744,1078.00%,24.31,60 months,Not Verified,B,B4,Dec-2015,65000,debt_consolidation,0,742,700-749,0.1078,10-15%,20-35%,60,2015
Fully Paid,675,679,1078.00%,24.1,36 months,Verified,B,B4,Dec-2015,65000,credit_card,0,677,650-699,0.1078,10-15%,20-35%,36,2015
Charged Off,670,674,1797.00%,24.24,60 months,Verified,D,D4,Dec-2015,35600,debt_consolidation,1,672,650-699,0.1797,15-20%,20-35%,60,2015
Current,750,754,917.00%,11.74,60 months,Not Verified,B,B2,Dec-2015,69824,debt_consolidation,0,752,750+,0.0917,<10%,0-20%,60,2015
Charged Off,710,714,917.00%,18.88,60 months,Not Verified,B,B2,Dec-2015,87000,debt_consolidation,1,712,700-749,0.0917,<10%,0-20%,60,2015
Fully Paid,755,759,532.00%,8.48,36 months,Not Verified,A,A1,Dec-2015,135000,other,0,757,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,680,684,1199.00%,10.36,60 months,Not Verified,C,C1,Dec-2015,98000,debt_consolidation,0,682,650-699,0.1199,10-15%,0-20%,60,2015
Fully Paid,680,684,1199.00%,2.49,36 months,Source Verified,C,C1,Dec-2015,170000,small_business,0,682,650-699,0.1199,10-15%,0-20%,36,2015
Charged Off,705,709,1399.00%,25.96,60 months,Verified,C,C4,Dec-2015,265000,debt_consolidation,1,707,700-749,0.1399,10-15%,20-35%,60,2015
Fully Paid,715,719,1199.00%,13.93,36 months,Source Verified,C,C1,Dec-2015,46000,debt_consolidation,0,717,700-749,0.1199,10-15%,0-20%,36,2015
Fully Paid,665,669,1797.00%,16.92,36 months,Verified,D,D4,Dec-2015,69000,debt_consolidation,0,667,650-699,0.1797,15-20%,0-20%,36,2015
Fully Paid,660,664,1199.00%,4.69,36 months,Source Verified,C,C1,Dec-2015,65000,credit_card,0,662,650-699,0.1199,10-15%,0-20%,36,2015
Fully Paid,695,699,1849.00%,13.66,60 months,Not Verified,D,D5,Dec-2015,76000,credit_card,0,697,650-699,0.1849,15-20%,0-20%,60,2015
Fully Paid,685,689,1399.00%,24.33,36 months,Source Verified,C,C4,Dec-2015,48000,other,0,687,650-699,0.1399,10-15%,20-35%,36,2015
Fully Paid,695,699,1344.00%,28.87,36 months,Verified,C,C3,Dec-2015,26900,debt_consolidation,0,697,650-699,0.1344,10-15%,20-35%,36,2015
Fully Paid,690,694,1344.00%,38.33,36 months,Source Verified,C,C3,Dec-2015,33000,debt_consolidation,0,692,650-699,0.1344,10-15%,35-45%,36,2015
Fully Paid,690,694,791.00%,38.86,36 months,Verified,A,A5,Dec-2015,162000,credit_card,0,692,650-699,0.0791,<10%,35-45%,36,2015
Charged Off,690,694,849.00%,19.66,36 months,Source Verified,B,B1,Dec-2015,42000,debt_consolidation,1,692,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,670,674,1948.00%,13.01,60 months,Source Verified,E,E2,Dec-2015,67900,debt_consolidation,0,672,650-699,0.1948,15-20%,0-20%,60,2015
Charged Off,685,689,980.00%,18.03,60 months,Not Verified,B,B3,Dec-2015,85000,debt_consolidation,1,687,650-699,0.098,<10%,0-20%,60,2015
Charged Off,665,669,1849.00%,22.96,36 months,Verified,D,D5,Dec-2015,38000,house,1,667,650-699,0.1849,15-20%,20-35%,36,2015
Fully Paid,670,674,1078.00%,15.5,36 months,Not Verified,B,B4,Dec-2015,56000,debt_consolidation,0,672,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,770,774,749.00%,24.94,36 months,Not Verified,A,A4,Dec-2015,75000,car,0,772,750+,0.0749,<10%,20-35%,36,2015
Fully Paid,660,664,1148.00%,13,36 months,Verified,B,B5,Dec-2015,65000,vacation,0,662,650-699,0.1148,10-15%,0-20%,36,2015
Fully Paid,675,679,1199.00%,9.17,60 months,Not Verified,C,C1,Dec-2015,80000,debt_consolidation,0,677,650-699,0.1199,10-15%,0-20%,60,2015
Current,695,699,1199.00%,11.39,60 months,Source Verified,C,C1,Dec-2015,116000,credit_card,0,697,650-699,0.1199,10-15%,0-20%,60,2015
Fully Paid,665,669,1727.00%,16.43,60 months,Not Verified,D,D3,Dec-2015,110000,other,0,667,650-699,0.1727,15-20%,0-20%,60,2015
Charged Off,675,679,1344.00%,10.32,60 months,Not Verified,C,C3,Dec-2015,60000,debt_consolidation,1,677,650-699,0.1344,10-15%,0-20%,60,2015
Charged Off,690,694,1659.00%,12.38,60 months,Verified,D,D2,Dec-2015,100000,debt_consolidation,1,692,650-699,0.1659,15-20%,0-20%,60,2015
Charged Off,760,764,1577.00%,25.38,60 months,Source Verified,D,D1,Dec-2015,85000,debt_consolidation,1,762,750+,0.1577,15-20%,20-35%,60,2015
Fully Paid,675,679,1485.00%,16.79,36 months,Not Verified,C,C5,Dec-2015,81000,debt_consolidation,0,677,650-699,0.1485,10-15%,0-20%,36,2015
Charged Off,665,669,1577.00%,10.19,36 months,Not Verified,D,D1,Dec-2015,105000,home_improvement,1,667,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,740,744,1199.00%,19,60 months,Source Verified,C,C1,Dec-2015,70000,debt_consolidation,0,742,700-749,0.1199,10-15%,0-20%,60,2015
Fully Paid,810,814,532.00%,6.65,36 months,Not Verified,A,A1,Dec-2015,134000,debt_consolidation,0,812,750+,0.0532,<10%,0-20%,36,2015
Fully Paid,730,734,849.00%,28.43,36 months,Not Verified,B,B1,Dec-2015,36000,debt_consolidation,0,732,700-749,0.0849,<10%,20-35%,36,2015
Fully Paid,690,694,649.00%,21.62,36 months,Not Verified,A,A2,Dec-2015,75000,credit_card,0,692,650-699,0.0649,<10%,20-35%,36,2015
Fully Paid,750,754,917.00%,10.88,36 months,Source Verified,B,B2,Dec-2015,62000,debt_consolidation,0,752,750+,0.0917,<10%,0-20%,36,2015
Fully Paid,665,669,980.00%,18.15,36 months,Verified,B,B3,Dec-2015,24000,debt_consolidation,0,667,650-699,0.098,<10%,0-20%,36,2015
Fully Paid,770,774,649.00%,1.14,36 months,Not Verified,A,A2,Dec-2015,150000,credit_card,0,772,750+,0.0649,<10%,0-20%,36,2015
Fully Paid,695,699,749.00%,19.7,36 months,Not Verified,A,A4,Dec-2015,46000,credit_card,0,697,650-699,0.0749,<10%,0-20%,36,2015
Fully Paid,670,674,1659.00%,17.77,60 months,Verified,D,D2,Dec-2015,82000,debt_consolidation,0,672,650-699,0.1659,15-20%,0-20%,60,2015
Fully Paid,730,734,980.00%,16.07,36 months,Verified,B,B3,Dec-2015,55000,debt_consolidation,0,732,700-749,0.098,<10%,0-20%,36,2015
Fully Paid,710,714,791.00%,17.59,36 months,Source Verified,A,A5,Dec-2015,90000,debt_consolidation,0,712,700-749,0.0791,<10%,0-20%,36,2015
Fully Paid,675,679,1797.00%,33.48,60 months,Not Verified,D,D4,Dec-2015,40000,home_improvement,0,677,650-699,0.1797,15-20%,20-35%,60,2015
Fully Paid,750,754,649.00%,28.18,36 months,Not Verified,A,A2,Dec-2015,50000,debt_consolidation,0,752,750+,0.0649,<10%,20-35%,36,2015
Fully Paid,695,699,1399.00%,18.76,60 months,Source Verified,C,C4,Dec-2015,60000,debt_consolidation,0,697,650-699,0.1399,10-15%,0-20%,60,2015
Fully Paid,670,674,1659.00%,21.31,36 months,Source Verified,D,D2,Dec-2015,75000,medical,0,672,650-699,0.1659,15-20%,20-35%,36,2015
Current,685,689,1948.00%,16.32,60 months,Verified,E,E2,Dec-2015,110000,debt_consolidation,0,687,650-699,0.1948,15-20%,0-20%,60,2015
Fully Paid,735,739,532.00%,18.48,36 months,Not Verified,A,A1,Dec-2015,85000,credit_card,0,737,700-749,0.0532,<10%,0-20%,36,2015
Fully Paid,660,664,1727.00%,23.23,36 months,Verified,D,D3,Dec-2015,61000,debt_consolidation,0,662,650-699,0.1727,15-20%,20-35%,36,2015
Charged Off,675,679,1485.00%,9.33,60 months,Not Verified,C,C5,Dec-2015,125000,debt_consolidation,1,677,650-699,0.1485,10-15%,0-20%,60,2015
Fully Paid,800,804,649.00%,16.97,36 months,Not Verified,A,A2,Dec-2015,65000,debt_consolidation,0,802,750+,0.0649,<10%,0-20%,36,2015
Fully Paid,705,709,1948.00%,11.44,60 months,Source Verified,E,E2,Dec-2015,247000,small_business,0,707,700-749,0.1948,15-20%,0-20%,60,2015
Fully Paid,665,669,917.00%,7.46,36 months,Source Verified,B,B2,Dec-2015,250000,debt_consolidation,0,667,650-699,0.0917,<10%,0-20%,36,2015
Fully Paid,700,704,1399.00%,4.32,60 months,Source Verified,C,C4,Dec-2015,70000,credit_card,0,702,700-749,0.1399,10-15%,0-20%,60,2015
Fully Paid,675,679,1577.00%,21.57,36 months,Verified,D,D1,Dec-2015,40000,debt_consolidation,0,677,650-699,0.1577,15-20%,20-35%,36,2015
Current,695,699,1577.00%,18.6,60 months,Not Verified,D,D1,Dec-2015,42000,debt_consolidation,0,697,650-699,0.1577,15-20%,0-20%,60,2015
Fully Paid,700,704,699.00%,12.24,36 months,Source Verified,A,A3,Dec-2015,45000,credit_card,0,702,700-749,0.0699,<10%,0-20%,36,2015
Fully Paid,705,709,1148.00%,6,36 months,Verified,B,B5,Dec-2015,17000,credit_card,0,707,700-749,0.1148,10-15%,0-20%,36,2015
Fully Paid,680,684,1485.00%,31.76,36 months,Source Verified,C,C5,Dec-2015,60000,house,0,682,650-699,0.1485,10-15%,20-35%,36,2015
Fully Paid,720,724,1078.00%,17.28,36 months,Verified,B,B4,Dec-2015,45000,credit_card,0,722,700-749,0.1078,10-15%,0-20%,36,2015
Fully Paid,680,684,1199.00%,19.46,60 months,Not Verified,C,C1,Dec-2015,120000,credit_card,0,682,650-699,0.1199,10-15%,0-20%,60,2015
Fully Paid,660,664,1577.00%,19.66,36 months,Source Verified,D,D1,Dec-2015,70000,debt_consolidation,0,662,650-699,0.1577,15-20%,0-20%,36,2015
Fully Paid,710,714,1078.00%,6.82,60 months,Verified,B,B4,Dec-2015,100000,debt_consolidation,0,712,700-749,0.1078,10-15%,0-20%,60,2015
Fully Paid,675,679,1727.00%,35.3,36 months,Not Verified,D,D3,Dec-2015,32000,credit_card,0,677,650-699,0.1727,15-20%,35-45%,36,2015
Current,700,704,1727.00%,35.08,60 months,Verified,D,D3,Dec-2015,83700,debt_consolidation,0,702,700-749,0.1727,15-20%,35-45%,60,2015
Fully Paid,710,714,749.00%,23.81,60 months,Verified,A,A4,Dec-2015,147000,home_improvement,0,712,700-749,0.0749,<10%,20-35%,60,2015
Fully Paid,735,739,649.00%,16.32,36 months,Source Verified,A,A2,Dec-2015,47000,credit_card,0,737,700-749,0.0649,<10%,0-20%,36,2015
Fully Paid,705,709,1078.00%,13.01,36 months,Source Verified,B,B4,Dec-2015,82988,credit_card,0,707,700-749,0.1078,10-15%,0-20%,36,2015
Current,710,714,1948.00%,27.96,60 months,Not Verified,E,E2,Dec-2015,50000,credit_card,0,712,700-749,0.1948,15-20%,20-35%,60,2015
Fully Paid,695,699,749.00%,8.62,36 months,Not Verified,A,A4,Dec-2015,84000,credit_card,0,697,650-699,0.0749,<10%,0-20%,36,2015
Fully Paid,705,709,917.00%,4.37,36 months,Not Verified,B,B2,Dec-2015,145000,credit_card,0,707,700-749,0.0917,<10%,0-20%,36,2015
Fully Paid,665,669,1288.00%,6.36,36 months,Verified,C,C2,Dec-2015,180000,debt_consolidation,0,667,650-699,0.1288,10-15%,0-20%,36,2015
Fully Paid,690,694,849.00%,4.82,36 months,Source Verified,B,B1,Dec-2015,130000,debt_consolidation,0,692,650-699,0.0849,<10%,0-20%,36,2015
Fully Paid,700,704,980.00%,15.09,36 months,Source Verified,B,B3,Dec-2015,45000,home_improvement,0,702,700-749,0.098,<10%,0-20%,36,2015
Fully Paid,680,684,1078.00%,11.28,36 months,Verified,B,B4,Dec-2015,50000,debt_consolidation,0,682,650-699,0.1078,10-15%,0-20%,36,2015
Fully Paid,700,704,1344.00%,24.57,36 months,Not Verified,C,C3,Dec-2015,50000,debt_consolidation,0,702,700-749,0.1344,10-15%,20-35%,36,2015
Fully Paid,705,709,849.00%,15.54,36 months,Not Verified,B,B1,Dec-2015,55000,credit_card,0,707,700-749,0.0849,<10%,0-20%,36,2015
